episode,score,reward,epsilon,best_score_so_far
298,4,-209.5,0.20362089382734583,7
299,3,-217.90000000000003,0.2030100311458638,7
300,1,-285.30000000000007,0.2024010010524262,7
301,8,-487.8999999999999,0.20179379804926892,8
302,1,-207.65,0.2011884166551211,8
303,1,-111.4,0.20058485140515575,8
304,1,-415.30000000000007,0.1999830968509403,8
305,3,-98.85000000000001,0.19938314756038747,8
306,0,-153.7,0.1987849981177063,8
307,4,-254.55000000000007,0.1981886431233532,8
308,6,-424.4999999999999,0.19759407719398311,8
309,4,-397.85000000000014,0.19700129496240115,8
310,1,-111.4,0.19641029107751395,8
311,2,-244.60000000000005,0.19582106020428142,8
312,3,-418.7999999999999,0.19523359702366858,8
313,3,-529.2,0.19464789623259757,8
314,2,-215.75000000000006,0.19406395254389977,8
315,3,-399.25000000000006,0.19348176068626807,8
316,7,-177.85000000000002,0.19290131540420927,8
317,1,-175.7,0.19232261145799665,8
318,2,-306.15,0.19174564362362265,8
319,8,-532.9500000000003,0.1911704066927518,8
320,3,-84.35,0.19059689547267353,8
321,0,-234.8,0.1900251047862555,8
322,3,-226.60000000000005,0.18945502947189674,8
323,3,-219.75,0.18888666438348106,8
324,3,-58.35000000000001,0.18832000439033061,8
325,7,-373.69999999999993,0.18775504437715962,8
326,6,-279.29999999999995,0.18719177924402813,8
327,4,-420.44999999999993,0.18663020390629606,8
328,0,-190.25,0.18607031329457718,8
329,8,-425.9,0.18551210235469345,8
330,1,-162.5,0.18495556604762936,8
331,2,-191.2,0.18440069934948647,8
332,4,-346.15000000000003,0.183847497251438,8
333,1,-149.85,0.1832959547596837,8
334,3,-340.75,0.18274606689540462,8
335,2,-136.9,0.1821978286947184,8
336,3,-377.3500000000001,0.18165123520863424,8
337,3,-162.45000000000002,0.18110628150300834,8
338,5,-286.0,0.1805629626584993,8
339,2,-111.5,0.1800212737705238,8
340,2,-225.6,0.1794812099492122,8
341,4,-214.0,0.17894276631936457,8
342,3,-131.4,0.17840593802040647,8
343,1,-235.5,0.17787072020634526,8
344,2,-249.99999999999997,0.17733710804572622,8
345,5,-213.75,0.17680509672158903,8
346,2,-284.84999999999997,0.17627468143142427,8
347,3,-173.70000000000002,0.17574585738713,8
348,2,-169.3,0.1752186198149686,8
349,2,-246.8,0.1746929639555237,8
350,2,-180.14999999999998,0.17416888506365713,8
351,4,-306.75,0.17364637840846617,8
352,0,-271.1,0.17312543927324076,8
353,4,-211.35,0.17260606295542102,8
354,5,-353.45,0.17208824476655477,8
355,4,-140.95,0.1715719800322551,8
356,2,-242.04999999999998,0.17105726409215832,8
357,1,-256.35,0.17054409229988185,8
358,2,-282.95,0.1700324600229822,8
359,6,-251.45000000000005,0.16952236264291326,8
360,2,-291.40000000000003,0.16901379555498453,8
361,3,-164.60000000000005,0.16850675416831956,8
362,2,-116.15,0.1680012339058146,8
363,3,-232.4,0.16749723020409715,8
364,1,-149.9,0.16699473851348487,8
365,3,-282.15,0.1664937542979444,8
366,9,-382.25,0.16599427303505057,9
367,4,-134.4,0.16549629021594542,9
368,6,-185.95,0.16499980134529757,9
369,4,-393.5500000000001,0.16450480194126169,9
370,2,-183.80000000000004,0.1640112875354379,9
371,4,-229.85000000000002,0.16351925367283157,9
372,1,-122.1,0.16302869591181307,9
373,0,-223.40000000000003,0.16253960982407764,9
374,3,-339.35,0.1620519909946054,9
375,6,-280.20000000000005,0.16156583502162158,9
376,5,-614.15,0.16108113751655673,9
377,1,-121.95000000000002,0.16059789410400704,9
378,4,-255.00000000000006,0.16011610042169502,9
379,0,-466.05,0.15963575212042994,9
380,4,-326.75000000000006,0.15915684486406864,9
381,5,-388.4,0.15867937432947643,9
382,2,-180.39999999999998,0.158203336206488,9
383,6,-401.0999999999999,0.15772872619786854,9
384,3,-181.15,0.15725554001927494,9
385,0,-265.35,0.15678377339921712,9
386,4,-194.65000000000003,0.15631342207901947,9
387,2,-598.0500000000002,0.1558444818127824,9
388,4,-149.0,0.15537694836734406,9
389,2,-361.6,0.15491081752224203,9
390,3,-103.7,0.1544460850696753,9
391,4,-119.55000000000001,0.15398274681446628,9
392,3,-323.15,0.15352079857402287,9
393,3,-128.8,0.1530602361783008,9
394,2,-156.4,0.1526010554697659,9
395,3,-155.45,0.1521432523033566,9
396,2,-176.5,0.15168682254644653,9
397,1,-102.75,0.15123176207880717,9
398,0,-151.1,0.15077806679257075,9
399,3,-144.59999999999997,0.15032573259219303,9
400,4,-274.2,0.14987475539441644,9
401,0,-134.4,0.1494251311282332,9
402,4,-336.65000000000003,0.14897685573484848,9
403,8,-225.05,0.14852992516764393,9
404,6,-348.55000000000007,0.148084335392141,9
405,5,-420.49999999999983,0.14764008238596457,9
406,5,-81.3,0.14719716213880668,9
407,3,-212.55,0.14675557065239025,9
408,0,-162.4,0.14631530394043307,9
409,1,-183.35000000000002,0.14587635802861176,9
410,2,-193.05,0.14543872895452592,9
411,6,-196.79999999999993,0.14500241276766235,9
412,6,-196.2,0.14456740552935937,9
413,2,-114.15,0.14413370331277128,9
414,4,-303.30000000000007,0.14370130220283298,9
415,7,-675.2999999999998,0.14327019829622448,9
416,4,-207.20000000000002,0.1428403877013358,9
417,5,-143.5,0.1424118665382318,9
418,2,-130.8,0.1419846309386171,9
419,2,-275.35,0.14155867704580125,9
420,5,-508.95,0.14113400101466383,9
421,8,-306.20000000000005,0.14071059901161984,9
422,5,-373.99999999999994,0.140288467214585,9
423,2,-290.0,0.13986760181294122,9
424,2,-214.95000000000002,0.1394479990075024,9
425,8,-385.90000000000015,0.1390296550104799,9
426,4,-292.5,0.13861256604544844,9
427,4,-168.6,0.1381967283473121,9
428,3,-236.15,0.13778213816227014,9
429,3,-168.2,0.13736879174778333,9
430,2,-137.15,0.13695668537253997,9
431,8,-197.80000000000004,0.13654581531642235,9
432,6,-240.35000000000002,0.13613617787047308,9
433,4,-252.8,0.13572776933686165,9
434,4,-271.30000000000007,0.13532058602885105,9
435,9,-407.3499999999999,0.1349146242707645,9
436,8,-431.09999999999997,0.1345098803979522,9
437,9,-205.55000000000004,0.13410635075675834,9
438,1,-104.80000000000001,0.13370403170448805,9
439,2,-130.8,0.1333029196093746,9
440,7,-254.89999999999998,0.13290301085054648,9
441,5,-107.05000000000001,0.13250430181799483,9
442,1,-106.75,0.13210678891254085,9
443,6,-154.55,0.13171046854580323,9
444,5,-294.25,0.13131533714016583,9
445,2,-107.6,0.13092139112874532,9
446,3,-127.45,0.13052862695535908,9
447,6,-198.79999999999998,0.130137041074493,9
448,3,-131.45,0.12974662995126954,9
449,4,-226.84999999999997,0.12935739006141572,9
450,5,-175.19999999999996,0.12896931789123148,9
451,4,-191.64999999999998,0.1285824099375578,9
452,1,-108.75,0.12819666270774513,9
453,6,-271.80000000000007,0.1278120727196219,9
454,1,-139.25,0.12742863650146302,9
455,2,-202.35,0.12704635059195862,9
456,5,-318.2499999999999,0.12666521154018276,9
457,6,-226.79999999999995,0.12628521590556221,9
458,7,-202.64999999999995,0.12590636025784552,9
459,5,-141.65000000000003,0.125528641177072,9
460,5,-368.25,0.12515205525354078,9
461,4,-205.95000000000005,0.12477659908778016,9
462,2,-99.0,0.12440226929051681,9
463,7,-208.54999999999995,0.12402906248264527,9
464,3,-128.1,0.12365697529519733,9
465,5,-189.65000000000003,0.12328600436931174,9
466,6,-318.20000000000005,0.1229161463562038,9
467,5,-434.4000000000002,0.12254739791713519,9
468,6,-327.30000000000007,0.12217975572338378,9
