episode,score,reward,epsilon,loss,best_score_so_far
462,14,-386.3999999999999,0.14928272314862054,4.991318693867436,21
463,5,-205.7,0.14883487497917466,5.2522361712022265,21
464,2,-171.95000000000002,0.14838837035423713,5.438093948364258,21
465,7,-254.2999999999999,0.14794320524317442,4.894596074308668,21
466,14,-381.1499999999999,0.1474993756274449,4.661850090380068,21
467,5,-320.25,0.14705687750056257,4.5984013591493875,21
468,2,-118.25,0.14661570686806089,4.773479064305623,21
469,4,-226.25,0.1461758597474567,4.90331611931324,21
470,13,-628.6999999999997,0.14573733216821433,4.385312952101231,21
471,11,-520.7500000000001,0.14530012017170968,5.101306234087263,21
472,0,-134.45,0.14486421981119454,3.8472557067871094,21
473,2,-139.9,0.14442962715176097,4.5304043889045715,21
474,6,-223.65,0.1439963382703057,4.267572036156287,21
475,11,-548.2,0.14356434925549477,4.451849175351007,21
476,1,-119.9,0.14313365620772828,4.183740854263306,21
477,12,-157.8999999999999,0.1427042552391051,4.385228257430227,21
478,2,-208.00000000000003,0.1422761424733878,4.370661576588948,21
479,9,-308.8499999999999,0.14184931404596762,4.257891265969527,21
480,12,-272.99999999999994,0.14142376610382973,5.414185318079862,21
481,8,-273.6500000000001,0.14099949480551824,5.6751293540000916,21
482,2,-135.4,0.1405764963211017,5.999309778213501,21
483,2,-245.0,0.1401547668321384,4.952633483069284,21
484,5,-240.70000000000005,0.13973430253164199,6.035331704399803,21
485,6,-276.20000000000005,0.13931509962404706,5.362883652959551,21
486,5,-195.14999999999998,0.1388971543251749,4.367635273933411,21
487,10,-328.85,0.1384804628621994,4.720511627197266,21
488,2,-167.8,0.1380650214736128,5.741506481170655,21
489,2,-131.25,0.13765082640919196,4.711005091667175,21
490,3,-125.5,0.1372378739299644,5.795619169871013,21
491,3,-117.74999999999999,0.1368261603081745,4.607870101928711,21
492,3,-103.54999999999998,0.13641568182724997,4.399603986740113,21
493,7,-125.14999999999998,0.13600643478176822,4.772290143099698,21
494,2,-195.64999999999998,0.1355984154774229,4.525643301010132,21
495,2,-96.9,0.13519162023099063,4.152843594551086,21
496,0,-200.90000000000003,0.13478604537029765,4.923529307047526,21
497,3,-187.59999999999997,0.13438168723418675,6.367868968418667,21
498,2,-98.9,0.1339785421724842,5.786595344543457,21
499,4,-35.45,0.13357660654596676,4.412132799625397,21
500,0,-160.3,0.13317587672632886,4.756526231765747,21
501,0,-160.3,0.13277634909614988,4.506994009017944,21
502,1,-113.35,0.13237802004886143,6.1690521240234375,21
503,3,-136.75,0.13198088598871485,5.194158871968587,21
504,2,-153.75,0.13158494333074872,4.733060240745544,21
505,4,-33.39999999999999,0.13119018850075648,4.973381280899048,21
506,1,-96.05,0.1307966179352542,3.56340491771698,21
507,1,-113.35000000000001,0.13040422808144844,4.86588716506958,21
508,3,-204.95,0.13001301539720408,5.70269627230508,21
509,1,-128.55,0.12962297635101247,3.49861470858256,21
510,1,-160.6,0.12923410742195943,3.699090083440145,21
511,3,-148.74999999999997,0.12884640509969356,5.920084396998088,21
512,2,-79.6,0.12845986588439448,7.1564106941223145,21
513,1,-121.95,0.12807448628674128,4.6605831782023115,21
514,2,-178.4,0.12769026282788107,3.452222537994385,21
515,0,-175.05,0.12730719203939742,4.154965043067932,21
516,5,-186.8,0.12692527046327923,4.894798588752747,21
517,2,-79.6,0.12654449465188938,4.2798091173172,21
518,1,-130.65,0.1261648611679337,5.585599263509114,21
519,3,-67.1,0.1257863665844299,5.399566650390625,21
520,1,-119.9,0.12540900748467662,5.611716588338216,21
521,2,-141.9,0.1250327804622226,4.680906534194946,21
522,2,-75.0,0.12465768212083593,2.677071988582611,21
523,1,-94.05000000000001,0.12428370907447342,6.4256956577301025,21
524,2,-184.99999999999997,0.12391085794725,5.87177882194519,21
525,4,-202.7,0.12353912537340825,5.406062232123481,21
526,1,-119.85,0.12316850799728803,6.796186685562134,21
527,1,-104.7,0.12279900247329616,5.575788736343384,21
528,2,-197.59999999999997,0.12243060546587627,5.033143877983093,21
529,3,-247.0000000000001,0.12206331364947863,4.787966728210449,21
530,1,-85.4,0.1216971237085302,7.797530174255371,21
531,2,-133.2,0.12133203233740461,4.9139814376831055,21
532,4,-203.04999999999995,0.1209680362403924,5.262630965974596,21
533,1,-85.45,0.12060513213167122,2.473585605621338,21
534,1,-139.25,0.1202433167352762,6.118746280670166,21
535,0,-192.2,0.11988258678507037,3.410996596018473,21
536,1,-111.30000000000001,0.11952293902471516,5.076034426689148,21
537,5,-74.65,0.11916437020764101,5.595543424288432,21
538,1,-119.85,0.11880687709701808,5.434976100921631,21
539,7,-159.85000000000002,0.11845045646572702,4.68062820037206,21
540,1,-102.7,0.11809510509632984,3.0081160068511963,21
541,1,-104.69999999999999,0.11774081978104085,2.447941780090332,21
542,2,-133.35,0.11738759732169773,4.992468357086182,21
543,0,-171.65,0.11703543452973264,3.927399158477783,21
544,0,-134.4,0.11668432822614344,4.767796993255615,21
545,1,-85.4,0.11633427524146502,6.18157958984375,21
546,1,-165.05,0.11598527241574062,4.404186367988586,21
547,1,-94.15,0.1156373165984934,4.996057987213135,21
548,1,-102.7,0.11529040464869791,4.322927832603455,21
549,1,-102.85,0.11494453343475182,4.749811410903931,21
550,2,-45.050000000000004,0.11459969983444757,1.8016560077667236,21
551,2,-150.5,0.11425590073494422,4.585429096221924,21
552,1,-120.1,0.1139131330327394,4.235556125640869,21
553,0,-190.0,0.11357139363364117,4.286710898081462,21
554,1,-111.55,0.11323067945274025,2.8745089769363403,21
555,2,-113.2,0.11289098741438203,3.9368236859639487,21
556,1,-119.9,0.11255231445213888,3.207814335823059,21
557,1,-111.4,0.11221465750878247,3.6346888542175293,21
558,1,-102.7,0.11187801353625612,4.610934495925903,21
559,3,-41.3,0.11154237949564735,5.942112286885579,21
560,1,-128.5,0.1112077523571604,7.006051778793335,21
561,5,-89.8,0.11087412910008893,5.359888451439994,21
562,2,-96.85000000000001,0.11054150671278866,4.171659549077352,21
563,1,-141.89999999999998,0.1102098821926503,5.4102889696757,21
564,2,-107.5,0.10987925254607234,4.625885009765625,21
565,0,-153.65,0.10954961478843411,4.733731031417847,21
566,2,-53.7,0.10922096594406881,6.755906105041504,21
567,1,-122.1,0.10889330304623661,3.1758915185928345,21
568,2,-138.14999999999998,0.1085666231370979,5.182570099830627,21
569,1,-139.20000000000002,0.10824092326768661,5.80772066116333,21
570,4,-200.99999999999997,0.10791620049788356,4.614505714840359,21
571,2,-114.05000000000001,0.10759245189638991,5.149293820063273,21
572,1,-102.75,0.10726967454070074,6.3023704290390015,21
573,0,-171.0,0.10694786551707865,6.6772072315216064,21
574,1,-132.7,0.1066270219205274,4.31290070215861,21
575,2,-111.2,0.10630714085476582,5.1224009195963545,21
576,0,-171.10000000000002,0.10598821943220152,5.142815589904785,21
577,1,-111.35,0.10567025477390492,5.765931129455566,21
578,0,-145.1,0.10535324400958321,5.476174354553223,21
579,2,-45.199999999999996,0.10503718427755446,7.307513236999512,21
580,1,-156.3,0.1047220727247218,5.181765556335449,21
581,0,-145.15,0.10440790650654763,4.651428461074829,21
582,2,-118.85,0.10409468278702799,4.115711569786072,21
583,2,-79.6,0.1037823987386669,4.592739741007487,21
584,0,-157.7,0.1034710515424509,3.777612090110779,21
585,1,-102.7,0.10316063838782355,4.551736354827881,21
586,1,-94.05,0.10285115647266008,6.971049070358276,21
587,1,-254.10000000000002,0.1025426030032421,3.9172462622324624,21
588,2,-159.14999999999998,0.10223497519423237,5.146121549606323,21
589,1,-170.25,0.10192827026864967,3.5835166772206626,21
590,2,-96.85,0.10162248545784372,4.340219020843506,21
591,1,-122.1,0.10131761800147018,5.650614500045776,21
592,2,-79.7,0.10101366514746578,4.506796916325887,21
593,2,-92.35,0.10071062415202338,6.748760223388672,21
594,0,-136.4,0.1004084922795673,3.9034523963928223,21
595,1,-147.8,0.1001072668027286,4.66908860206604,21
596,0,-134.45,0.09980694500232042,7.261838912963867,21
597,1,-96.05,0.09950752416731345,3.3306692838668823,21
598,2,-172.1,0.09920900159481151,4.402606439590454,21
599,3,-75.75,0.09891137459002708,5.115654945373535,21
600,2,-88.35000000000001,0.098614640466257,4.237021605173747,21
601,3,-138.15,0.09831879654485823,4.3567192157109575,21
602,3,-39.25,0.09802384015522365,4.679093360900879,21
603,1,-96.15,0.09772976863475798,6.627065181732178,21
604,3,-87.05,0.0974365793288537,3.949978232383728,21
605,1,-139.2,0.09714426959086714,4.847949663798015,21
606,3,-101.3,0.09685283678209454,6.684035420417786,21
607,2,-107.55,0.09656227827174825,7.12721570332845,21
608,1,-113.5,0.09627259143693301,6.036695241928101,21
609,0,-192.29999999999998,0.09598377366262222,7.3150858879089355,21
610,3,-155.25,0.09569582234163435,5.669336756070455,21
611,0,-145.15,0.09540873487460944,7.455578327178955,21
612,3,-103.25,0.0951225086699856,5.1578386425971985,21
613,2,-100.95,0.09483714114397565,4.564076662063599,21
614,1,-124.0,0.09455262972054372,5.8216872215271,21
615,2,-161.29999999999998,0.0942689718313821,4.782715368270874,21
616,1,-102.75,0.09398616491588795,5.516720175743103,21
617,1,-85.45,0.09370420642114029,5.458072185516357,21
618,2,-107.6,0.09342309380187687,5.158340930938721,21
619,2,-127.85,0.09314282452047123,5.966947674751282,21
620,2,-159.1,0.09286339604690982,5.376847648620606,21
621,3,-90.95,0.09258480585876909,5.177441358566284,21
622,1,-113.4,0.09230705144119278,4.220506906509399,21
623,4,-131.84999999999997,0.0920301302868692,4.702884333474295,21
624,3,-95.10000000000001,0.09175403989600858,4.890047669410706,21
625,1,-94.15,0.09147877777632056,5.9755940437316895,21
626,3,-73.69999999999999,0.0912043414429916,5.635940233866374,21
627,1,-102.7,0.09093072841866262,6.651747465133667,21
628,1,-119.9,0.09065793623340664,4.802339315414429,21
629,2,-62.4,0.09038596242470641,3.0783426761627197,21
630,1,-102.85,0.09011480453743229,5.269722938537598,21
631,3,-108.05000000000001,0.08984446012381998,6.872687149047851,21
632,1,-113.35000000000001,0.08957492674344852,5.854406356811523,21
633,1,-201.3,0.08930620196321817,6.195557653903961,21
634,1,-147.55,0.08903828335732852,5.105751673380534,21
635,2,-92.9,0.08877116850725654,5.195619106292725,21
636,2,-148.45000000000002,0.08850485500173477,5.049412536621094,21
637,2,-116.10000000000001,0.08823934043672957,5.373200575510661,21
638,0,-151.85,0.08797462241541938,6.537035226821899,21
639,0,-160.55,0.08771069854817312,6.0082573890686035,21
640,1,-102.75,0.0874475664525286,6.3375420570373535,21
641,2,-45.15,0.08718522375317102,9.851150512695312,21
642,0,-134.45,0.0869236680819115,12.117995262145996,21
643,3,-116.65,0.08666289707766577,4.337096500396728,21
644,1,-96.05,0.08640290838643276,8.123177528381348,21
645,2,-173.15000000000003,0.08614369966127346,6.008333396911621,21
646,1,-179.95,0.08588526856228963,5.422106146812439,21
647,0,-134.45,0.08562761275660276,3.5866613388061523,21
648,2,-53.8,0.08537072991833294,4.939542889595032,21
649,2,-80.8,0.08511461772857795,7.439898252487183,21
650,1,-119.9,0.08485927387539222,7.295331954956055,21
651,1,-104.75,0.08460469605376604,7.067983388900757,21
652,2,-88.2,0.08435088196560474,4.211370786031087,21
653,0,-160.3,0.08409782931970793,7.557103157043457,21
654,1,-120.65,0.08384553583174881,4.128702163696289,21
655,0,-134.45,0.08359399922425356,4.118892669677734,21
656,1,-111.5,0.0833432172265808,5.993365287780762,21
657,1,-128.55,0.08309318757490107,7.129016081492106,21
658,2,-62.35,0.08284390801217636,5.383226156234741,21
659,0,-143.05,0.08259537628813983,5.7222161293029785,21
660,3,-151.39999999999998,0.08234759015927541,5.137665589650472,21
661,1,-120.7,0.08210054738879759,5.026378949483235,21
662,1,-179.9,0.0818542457466312,4.881628115971883,21
663,3,-73.7,0.0816086830093913,6.055557489395142,21
664,1,-102.7,0.08136385696036312,4.847940683364868,21
665,2,-53.89999999999999,0.08111976538948203,7.245060205459595,21
666,3,-125.30000000000001,0.08087640609331358,6.53838529586792,21
667,2,-170.45,0.08063377687503363,5.670159816741943,21
668,2,-62.25000000000001,0.08039187554440853,6.457040548324585,21
669,0,-153.75,0.0801506999177753,6.6076881885528564,21
670,2,-131.45,0.07991024781802197,3.7477569580078125,21
671,2,-62.49999999999999,0.0796705170745679,5.314065933227539,21
672,0,-151.85,0.0794315055233442,3.676015853881836,21
673,2,-105.4,0.07919321100677416,5.187858939170837,21
674,2,-141.95,0.07895563137375385,5.059046387672424,21
675,2,-164.95,0.07871876447963258,5.0242925643920895,21
676,1,-113.45,0.07848260818619368,6.329761266708374,21
677,1,-111.35,0.07824716036163509,6.846930027008057,21
678,2,-27.900000000000006,0.07801241888055019,7.0421600341796875,21
679,2,-122.65,0.07777838162390854,4.861896514892578,21
680,2,-88.2,0.07754504647903682,6.82721471786499,21
681,2,-36.45,0.07731241133959971,2.70509672164917,21
682,2,-118.3,0.0770804741055809,5.398002505302429,21
683,2,-45.1,0.07684923268326416,5.152287483215332,21
684,2,-45.24999999999999,0.07661868498521436,6.334272623062134,21
685,1,-120.65,0.07638882893025872,3.3080347776412964,21
686,0,-134.45,0.07615966244346795,6.478801727294922,21
687,4,-167.25,0.07593118345613754,5.6790754199028015,21
688,2,-79.65,0.07570338990576914,5.477906862894694,21
689,1,-111.30000000000001,0.07547627973605182,4.948905944824219,21
690,1,-111.5,0.07524985089684366,7.452260971069336,21
691,2,-73.1,0.07502410134415313,4.465367078781128,21
692,1,-94.1,0.07479902904012067,4.236786365509033,21
693,0,-145.05,0.0745746319530003,4.937297105789185,21
694,1,-102.7,0.0743509080571413,3.675605058670044,21
695,2,-114.25,0.07412785533296988,6.185890356699626,21
696,1,-102.80000000000001,0.07390547176697097,8.313657283782959,21
697,1,-102.7,0.07368375535167006,7.111863851547241,21
698,2,-108.15,0.07346270408561505,8.036871115366617,21
699,2,-53.8,0.0732423159733582,6.06711483001709,21
700,1,-94.05000000000001,0.07302258902543812,9.68743896484375,21
701,2,-64.4,0.07280352125836181,9.476356744766235,21
702,2,-79.5,0.07258511069458673,6.6998521486918134,21
703,1,-102.7,0.07236735536250297,3.6886935234069824,21
704,1,-94.1,0.07215025329641546,6.037048101425171,21
705,0,-143.05,0.07193380253652622,10.410087585449219,21
706,1,-149.05,0.07171800112891664,5.891836166381836,21
707,2,-154.7,0.0715028471255299,7.203453731536865,21
708,1,-96.05,0.07128833858415332,6.290985584259033,21
709,2,-105.45,0.07107447356840085,6.022909879684448,21
710,0,-134.4,0.07086125014769565,6.086065769195557,21
711,2,-62.25000000000001,0.07064866639725256,6.937837839126587,21
712,0,-143.15,0.0704367203980608,4.748752117156982,21
713,1,-138.95,0.07022541023686661,5.021322409311931,21
714,2,-116.25,0.07001473400615602,4.75814288854599,21
715,1,-216.75,0.06980468980413755,6.166753101348877,21
716,0,-153.7,0.06959527573472514,3.4008212089538574,21
717,4,-119.55000000000001,0.06938648990752097,5.855050563812256,21
718,3,-47.7,0.0691783304377984,7.298251152038574,21
719,1,-111.35,0.068970795446485,7.419465780258179,21
720,0,-151.7,0.06876388306014555,5.817035913467407,21
721,1,-85.45,0.06855759141096511,6.680999755859375,21
722,0,-143.05,0.06835191863673222,7.563218593597412,21
723,4,-97.8,0.06814686288082203,5.81962776184082,21
724,2,-99.00000000000001,0.06794242229217956,5.5027088324228925,21
725,2,-163.0,0.06773859502530302,4.2775266647338865,21
726,2,-178.55,0.06753537924022711,5.319241094589233,21
727,1,-122.1,0.06733277310250643,5.664819240570068,21
728,1,-111.35,0.06713077478319891,6.980860710144043,21
729,0,-134.4,0.06692938245884932,4.0753666162490845,21
730,2,-79.65,0.06672859431147277,4.853183746337891,21
731,3,-146.64999999999998,0.06652840852853835,5.751274625460307,21
732,0,-134.45,0.06632882330295273,5.295531749725342,21
733,3,-125.35,0.06612983683304387,5.694293737411499,21
734,2,-79.75,0.06593144732254473,4.952193180720012,21
735,1,-139.85,0.0657336529805771,5.977271556854248,21
736,0,-178.85000000000002,0.06553645202163537,3.822764277458191,21
737,2,-88.15,0.06533984266557047,5.546171188354492,21
738,1,-94.05000000000001,0.06514382313757376,8.272529602050781,21
739,2,-79.65,0.06494839166816103,6.935523986816406,21
740,2,-131.3,0.06475354649315655,5.217188477516174,21
741,0,-162.45,0.06455928585367708,6.92959451675415,21
742,1,-122.65,0.06436560799611606,5.901652574539185,21
743,3,-39.300000000000004,0.0641725111721277,6.422828912734985,21
744,0,-145.1,0.06397999363861132,6.901721000671387,21
745,2,-71.0,0.06378805365769548,7.4660797119140625,21
746,3,-206.95000000000002,0.0635966894967224,5.684178829193115,21
747,2,-116.75,0.06340589942823223,5.634451687335968,21
748,0,-134.45,0.06321568172994753,4.873159885406494,21
749,2,-142.1,0.06302603468475769,4.463587164878845,21
750,1,-128.55,0.06283695658070342,5.97833792368571,21
751,0,-162.35,0.0626484457109613,6.4801013469696045,21
752,4,-121.35000000000001,0.062460500373828415,5.399431308110555,21
753,1,-102.85,0.06227311887270693,6.109479904174805,21
754,2,-62.300000000000004,0.06208629951608881,5.697332143783569,21
755,0,-151.7,0.06190004061754054,7.730913877487183,21
756,1,-182.2,0.06171434049568792,6.446990549564362,21
757,2,-131.35,0.06152919747420086,5.520493447780609,21
758,1,-102.75,0.061344609881778256,7.14967679977417,21
759,1,-128.55,0.061160576052132924,4.942541599273682,21
760,2,-124.80000000000001,0.06097709432397653,7.261049509048462,21
761,1,-111.5,0.0607941630410046,7.5132575035095215,21
762,3,-41.4,0.060611780551881586,4.903977155685425,21
763,2,-152.65,0.06042994521022594,5.075053453445435,21
764,2,-55.849999999999994,0.06024865537459526,5.201899766921997,21
765,1,-119.9,0.060067909408471475,7.240967273712158,21
766,2,-81.65,0.05988770568024606,4.690364360809326,21
767,2,-167.75,0.05970804256320532,6.383864307403565,21
768,2,-165.75,0.0595289184355157,5.845145225524902,21
769,2,-150.45,0.05935033168020915,4.943666410446167,21
770,2,-122.65,0.05917228068516853,6.019838571548462,21
771,0,-143.1,0.05899476384311302,6.370703220367432,21
772,2,-212.75,0.05881777955158368,5.876037677129109,21
773,2,-176.24999999999997,0.05864132621292893,5.921647469202678,21
774,5,-106.9,0.05846540223429014,5.497220924922398,21
775,2,-55.8,0.05829000602758727,5.744477033615112,21
776,1,-102.75,0.058115136009504506,6.56946325302124,21
777,0,-134.4,0.05794079060147599,9.461503028869629,21
778,1,-102.75,0.05776696822967156,7.238004207611084,21
779,2,-109.50000000000001,0.05759366732498255,4.885644276936849,21
780,0,-143.15,0.057420886323007604,6.223028659820557,21
781,3,-73.75,0.05724862366403858,6.225176572799683,21
782,2,-115.30000000000001,0.05707687779304647,7.087710022926331,21
783,3,-125.4,0.056905647159667325,7.0002906799316404,21
784,1,-111.25,0.056734930218188324,4.2719762325286865,21
785,0,-142.4,0.05656472542753376,9.90349292755127,21
786,1,-94.1,0.05639503125125116,4.797468185424805,21
787,0,-138.4,0.0562258461574974,4.437572956085205,21
788,2,-107.5,0.056057168619024905,6.38338836034139,21
789,1,-155.05,0.05588899711316783,4.847604354222615,21
790,1,-149.85000000000002,0.05572133012182833,5.874902566274007,21
791,3,-108.0,0.05555416613146285,7.014794063568115,21
792,2,-62.4,0.05538750363306846,6.264218330383301,21
793,2,-137.75,0.05522134112216926,4.991388738155365,21
794,1,-177.55,0.055055677098802755,7.655229806900024,21
795,1,-128.5,0.054890510067506344,7.103194713592529,21
796,2,-96.9,0.054725838537303825,6.807211081186931,21
797,2,-88.35000000000001,0.054561661021691917,6.874181906382243,21
798,3,3.8499999999999943,0.05439797603862684,7.067368030548096,21
799,1,-102.85,0.05423478211051096,3.7888376712799072,21
800,2,-71.05,0.054072077764179424,5.753568331400554,21
801,3,-73.75,0.053909861530886886,6.969183365503947,21
802,2,-131.15,0.05374813194629423,6.09646475315094,21
803,0,-170.95,0.05358688755045535,6.841257731119792,21
804,2,-133.3,0.05342612688780398,7.861746788024902,21
805,1,-119.85,0.05326584850714057,8.25505256652832,21
806,2,-139.9,0.05310605096161915,5.84046995639801,21
807,1,-119.85,0.05294673280873429,6.225334882736206,21
808,2,-135.55,0.052787892610308085,7.140510201454163,21
809,2,-173.54999999999998,0.05262952893247716,7.447702217102051,21
810,0,-143.05,0.05247164034567973,9.200801849365234,21
811,1,-141.29999999999998,0.05231422542464269,6.985480626424153,21
812,2,-88.15,0.05215728274836876,4.741221308708191,21
813,2,-122.60000000000001,0.05200081090012366,5.156219005584717,21
814,0,-134.4,0.05184480846742329,4.417977809906006,21
815,4,-95.55000000000001,0.05168927404202102,6.402437845865886,21
816,2,-98.9,0.051534206219894955,7.160149097442627,21
817,1,-94.15,0.05137960360123527,6.705192804336548,21
818,3,-39.150000000000006,0.051225464790431566,7.102612257003784,21
819,1,-111.25,0.05107178839606027,7.641231536865234,21
820,3,-136.25,0.050918573030872084,6.463801940282186,21
821,1,-94.05000000000001,0.05076581731177947,8.90478229522705,21
822,4,-76.4,0.05061351985984413,6.518761237462361,21
823,0,-180.85000000000002,0.05046167930026459,6.324613094329834,21
824,1,-102.75,0.0503102942623638,8.476131677627563,21
825,1,-111.4,0.05015936337957671,8.297693252563477,21
826,4,-104.10000000000001,0.050008885289437977,7.579769690831502,21
827,1,-94.05,0.04985885863356966,7.4314866065979,21
828,2,-70.9,0.04970928205766895,6.478910207748413,21
829,1,-167.0,0.04956015421149595,7.9075930913289385,21
830,1,-141.3,0.04941147374886146,6.268253326416016,21
831,3,-65.0,0.04926323932761488,5.038036346435547,21
832,1,-102.7,0.04911544960963204,6.798266649246216,21
833,2,-96.80000000000001,0.04896810326080314,6.553108374277751,21
834,0,-151.7,0.04882119895102073,5.924845933914185,21
835,2,-88.25,0.04867473535416767,5.978971640268962,21
836,1,-111.45,0.04852871114810517,5.436345458030701,21
837,2,-116.0,0.048383125014660855,8.539040088653564,21
838,2,-131.20000000000002,0.04823797563961687,6.843182563781738,21
839,1,-85.4,0.04809326171269802,4.784753799438477,21
840,1,-122.05000000000001,0.04794898192755992,8.363267262776693,21
841,1,-129.25,0.04780513498177724,5.464749813079834,21
842,1,-102.7,0.04766171957683191,5.930459260940552,21
843,4,-33.30000000000001,0.04751873441810141,8.406936526298523,21
844,1,-102.65,0.0473761782148471,7.315269470214844,21
845,2,-62.349999999999994,0.04723404968020256,6.709892749786377,21
846,2,-105.5,0.047092347531161954,5.730496247609456,21
847,2,-139.9,0.04695107048856847,7.853957772254944,21
848,0,-134.45,0.046810217277102766,5.089569091796875,21
849,2,-88.2,0.04666978662527146,5.766900062561035,21
850,2,-92.25,0.046529777265395644,6.0353719393412275,21
851,3,-82.15,0.046390187933599454,6.005371689796448,21
852,1,-172.39999999999998,0.046251017369798655,7.293378194173177,21
853,0,-143.05,0.04611226431768926,6.156372308731079,21
854,1,-119.9,0.04597392752473619,7.492603778839111,21
855,1,-180.14999999999998,0.045836005742161984,8.442547082901001,21
856,2,-88.30000000000001,0.0456984977249355,5.82973313331604,21
857,2,-114.0,0.045561402231760695,8.047753969828287,21
858,2,-114.05000000000001,0.04542471802506541,6.817155361175537,21
859,1,-113.4,0.045288443870990215,4.472877502441406,21
860,2,-92.4,0.04515257853937724,5.88632345199585,21
861,0,-153.75,0.04501712080375911,6.747182369232178,21
862,1,-119.9,0.04488206944134783,6.77569595972697,21
863,1,-94.15,0.04474742323302379,3.2550535202026367,21
864,2,-97.0,0.04461318096332472,4.888875166575114,21
865,1,-104.7,0.04447934142043475,9.440030336380005,21
866,1,-130.6,0.04434590339617345,8.041053533554077,21
867,1,-94.05000000000001,0.044212865685984926,6.065176010131836,21
868,2,-96.7,0.04408022708892697,5.941626628239949,21
869,2,-99.05000000000001,0.04394798640766019,6.094882885615031,21
870,2,-124.75,0.04381614244843721,6.56794285774231,21
871,1,-119.95,0.0436846940210919,8.573901891708374,21
872,2,-131.35000000000002,0.043553639939028624,9.651616930961609,21
873,1,-111.3,0.043422979019211536,10.192638874053955,21
874,2,-131.2,0.0432927100821539,8.156014680862427,21
875,1,-128.6,0.04316283195190744,5.724748373031616,21
876,0,-162.55,0.04303334345605172,6.3385231494903564,21
877,6,-158.34999999999997,0.042904243425683566,7.096982435746626,21
878,2,-122.65,0.042775530695406516,7.152393658955892,21
879,1,-111.55,0.0426472041033203,9.224379301071167,21
880,3,-74.85,0.04251926249101034,7.0281500816345215,21
881,2,-103.05,0.04239170470353731,5.3426032066345215,21
882,1,-94.05000000000001,0.0422645295894267,7.346987962722778,21
883,0,-134.4,0.04213773600065842,6.134099006652832,21
884,1,-102.75,0.042011322792656444,6.842744588851929,21
885,1,-120.05000000000001,0.04188528882427847,7.939806938171387,21
886,1,-137.35,0.04175963295780564,5.128322919209798,21
887,1,-119.9,0.04163435405893222,6.556421756744385,21
888,0,-134.45,0.041509450996755425,7.035487174987793,21
889,2,-79.55000000000001,0.04138492264376516,5.813615640004476,21
890,3,-65.1,0.04126076787583386,7.053504467010498,21
891,1,-104.69999999999999,0.04113698557220636,6.078703880310059,21
892,1,-128.5,0.04101357461548974,8.60912823677063,21
893,2,-141.9,0.04089053389164327,6.764897632598877,21
894,3,-153.35000000000002,0.04076786228996834,5.651166200637817,21
895,1,-111.30000000000001,0.04064555870309844,8.779142379760742,21
896,5,-44.7,0.04052362202698914,7.094166088104248,21
897,1,-111.35000000000001,0.04040205116090818,5.2998926639556885,21
898,1,-119.95,0.04028084500742545,7.262538433074951,21
899,6,-55.849999999999994,0.04016000247240317,6.09165712765285,21
900,0,-145.15,0.04003952246498596,8.777895450592041,21
901,1,-226.0,0.039919403897591,7.797896862030029,21
902,1,-149.85,0.03979964568589823,5.488739967346191,21
903,1,-183.0,0.039680246748840534,5.417911529541016,21
904,1,-102.7,0.03956120600859401,7.0557026863098145,21
905,2,-139.75,0.039442522390568224,9.700526475906372,21
906,2,-143.25,0.03932419482339652,7.3381277322769165,21
907,2,-71.1,0.03920622223892633,8.834874868392944,21
908,1,-173.7,0.03908860357220955,6.6015931367874146,21
909,2,-71.69999999999999,0.03897133776149292,5.783513307571411,21
910,0,-134.45,0.03885442374820844,6.960612773895264,21
911,4,-87.1,0.038737860476963815,6.737209892272949,21
912,0,-179.5,0.03862164689553292,5.937594095865886,21
913,0,-151.7,0.03850578195484632,5.225767612457275,21
914,2,-132.5,0.03839026460898178,6.410196542739868,21
915,3,-75.75,0.038275093815154836,6.98199999332428,21
916,0,-134.45,0.03816026853370937,4.9899067878723145,21
917,3,-133.85,0.038045787728108245,6.753645181655884,21
918,2,-122.60000000000001,0.03793165036492392,4.7691344022750854,21
919,1,-102.7,0.03781785541382915,10.555975914001465,21
920,5,-79.0,0.03770440184758766,8.26253570829119,21
921,0,-162.4,0.0375912886420449,7.35872220993042,21
922,2,-167.35,0.037478514776118764,7.803464412689209,21
923,1,-171.5,0.03736607923179041,7.61100435256958,21
924,2,-116.35,0.03725398099409504,8.358250617980957,21
925,2,-96.8,0.03714221905111276,6.666928768157959,21
926,1,-111.4,0.03703079239395942,8.818721771240234,21
927,0,-151.7,0.036919700016777544,7.2419891357421875,21
928,2,-79.65,0.03680894091672721,8.889102141062418,21
929,2,-139.8,0.03669851409397703,4.804500222206116,21
930,0,-143.05,0.0365884185516951,11.845122337341309,21
931,2,-88.2,0.03647865329604001,6.797917207082112,21
932,0,-134.4,0.03636921733615189,8.504413604736328,21
933,6,-107.35000000000001,0.036260109684143435,7.2432615756988525,21
934,1,-111.30000000000001,0.03615132935509101,7.127603769302368,21
935,0,-172.89999999999998,0.03604287536702574,5.192680199940999,21
936,2,-81.65,0.03593474674092466,5.718502044677734,21
937,3,-136.1,0.03582694250070188,7.595018943150838,21
938,2,-62.35,0.035719461673199775,6.898590087890625,21
939,0,-134.4,0.03561230328818017,7.461138725280762,21
940,2,-90.15,0.03550546637831563,7.290792465209961,21
941,1,-119.95,0.03539894997918068,6.368530511856079,21
